数据类型,订单号,采购单号,物料ID,供应商代码,变更类型,原交付日期,新交付日期,变更天数,变更原因,变更来源,变更时间
交期变更记录,SO-2026-09425,PO20270200191,P0034,SUP005,供应商延期,2027/2/9,2027/2/12,3,恶劣天气影响运输,系统,2027/1/15
交期变更记录,SO-2026-11935,PO20260800192,P0010,SUP030,客户加急,2026/8/3,2026/7/29,-5,竞品上市压力,供应商,2026/7/16
交期变更记录,SO-2026-13116,PO20260600193,P0027,SUP016,客户加急,2026/6/13,2026/6/9,-4,补货订单加急处理,系统,2026/5/22
交期变更记录,SO-2026-00399,,P0045,SUP011,供应商延期,2026/8/22,2026/9/2,11,物流运输途中延误,计划员,2026/7/26
交期变更记录,SO-2026-02243,PO20260600195,P0100,SUP007,供应商延期,2026/6/18,2026/6/29,11,春节假期停工导致产能不足,系统,2026/5/29
交期变更记录,SO-2026-08506,PO20270300196,P0088,SUP004,供应商延期,2027/3/18,2027/3/21,3,原材料到货延迟,采购员,2027/2/25
交期变更记录,SO-2026-00362,,P0069,SUP006,供应商延期,2026/2/6,2026/2/16,10,恶劣天气影响运输,采购员,2026/1/21
交期变更记录,SO-2026-07195,PO20260900198,P0060,SUP014,供应商延期,2026/9/5,2026/9/17,12,产能已被其他大客户占用,系统,2026/8/8
交期变更记录,SO-2026-00776,PO20260700199,P0071,SUP008,供应商延期,2026/7/23,2026/8/2,10,恶劣天气影响运输,客户,2026/7/4
交期变更记录,SO-2026-12618,,P0001,SUP030,供应商延期,2026/6/14,2026/7/3,19,物流运输途中延误,系统,2026/5/25
交期变更记录,SO-2026-01058,PO20270200201,P0096,SUP015,供应商延期,2027/2/9,2027/2/20,11,原材料到货延迟,采购员,2027/2/5
交期变更记录,SO-2026-13859,PO20260800202,P0059,SUP006,供应商延期,2026/8/3,2026/8/17,14,供应商产线故障维修,采购员,2026/7/26
交期变更记录,SO-2026-06922,PO20261100203,P0088,SUP012,物流问题,2026/11/22,2026/12/3,11,港口拥堵导致船期延误,计划员,2026/11/5
交期变更记录,SO-2026-05668,,P0027,SUP036,供应商延期,2026/8/17,2026/8/23,6,物流受阻导致原料延迟到厂,系统,2026/8/1
交期变更记录,SO-2026-11725,PO20260800205,P0002,SUP036,供应商延期,2026/8/5,2026/8/15,10,工人返岗率不足,系统,2026/7/25
交期变更记录,SO-2026-12090,PO20260800206,P0037,SUP020,供应商延期,2026/8/27,2026/9/11,15,质量检验不合格返工,供应商,2026/8/3
交期变更记录,SO-2026-12452,,P0053,SUP004,供应商延期,2026/6/15,2026/7/2,17,供应商产线故障维修,系统,2026/5/24
交期变更记录,SO-2026-09100,PO20270200208,P0023,SUP018,供应商延期,2027/2/26,2027/3/8,10,恶劣天气影响运输,计划员,2027/2/10
交期变更记录,SO-2026-12350,PO20260700209,P0081,SUP011,供应商延期,2026/7/27,2026/8/9,13,供应商原材料短缺,计划员,2026/7/24
交期变更记录,SO-2026-11876,PO20260800210,P0057,SUP014,客户延后,2026/8/4,2026/8/16,12,客户资金安排调整,供应商,2026/7/16
交期变更记录,SO-2026-08337,,P0023,SUP028,供应商延期,2026/10/22,2026/11/4,13,工人返岗率不足,系统,2026/10/3
交期变更记录,SO-2026-04892,,P0096,SUP003,供应商延期,2027/4/12,2027/4/13,1,工人返岗率不足,系统,2027/3/24
交期变更记录,SO-2026-03857,,P0046,SUP022,供应商延期,2027/1/16,2027/1/24,8,供应商产线故障维修,系统,2027/1/2
交期变更记录,SO-2026-04231,,P0072,SUP019,客户加急,2027/1/31,2027/1/20,-11,客户生产线紧急启动,供应商,2027/1/7
交期变更记录,SO-2026-08279,,P0035,SUP034,供应商提前,2026/8/18,2026/8/17,-1,供应商备货充足提前发货,系统,2026/8/3
交期变更记录,SO-2026-07479,PO20261200216,P0007,SUP011,供应商延期,2026/12/2,2026/12/17,15,物流受阻导致原料延迟到厂,计划员,2026/11/3
交期变更记录,SO-2026-09196,PO20260600217,P0087,SUP023,供应商延期,2026/6/29,2026/7/18,19,设备故障维修影响产出,计划员,2026/6/5
交期变更记录,SO-2026-01155,,P0089,SUP004,供应商延期,2026/9/13,2026/10/2,19,供应商产线故障维修,系统,2026/8/25
交期变更记录,SO-2026-02999,PO20261200219,P0022,SUP005,供应商延期,2026/12/3,2026/12/21,18,物流运输途中延误,系统,2026/11/26
交期变更记录,SO-2026-10751,PO20260600220,P0056,SUP006,客户加急,2026/6/14,2026/6/6,-8,客户生产线紧急启动,系统,2026/5/28
交期变更记录,SO-2026-11268,PO20260600221,P0066,SUP022,供应商延期,2026/6/14,2026/6/23,9,物流运输途中延误,计划员,2026/6/7
交期变更记录,SO-2026-05732,PO20260800222,P0078,SUP034,供应商延期,2026/8/1,2026/8/7,6,供应商产线故障维修,采购员,2026/7/8
交期变更记录,SO-2026-08277,PO20270200223,P0020,SUP014,供应商延期,2027/2/1,2027/2/2,1,质量异常批量返工,采购员,2027/1/4
交期变更记录,SO-2026-04517,,P0062,SUP037,供应商延期,2026/3/30,2026/4/2,3,恶劣天气影响运输,系统,2026/3/27
交期变更记录,SO-2026-13715,,P0068,SUP037,供应商延期,2026/8/14,2026/8/25,11,原材料到货延迟,系统,2026/7/25
交期变更记录,SO-2026-02188,PO20261100226,P0067,SUP037,客户加急,2026/11/24,2026/11/20,-4,终端市场需求激增,系统,2026/11/9
交期变更记录,SO-2026-03364,PO20260300227,P0062,SUP024,供应商延期,2026/3/16,2026/3/18,2,供应商原材料短缺,系统,2026/2/25
交期变更记录,SO-2026-09299,PO20261000228,P0065,SUP006,供应商延期,2026/10/14,2026/10/26,12,设备故障维修影响产出,采购员,2026/9/26
交期变更记录,SO-2026-10941,PO20260600229,P0012,SUP030,物流问题,2026/6/11,2026/6/25,14,港口拥堵导致船期延误,计划员,2026/5/20
交期变更记录,SO-2026-07518,,P0037,SUP026,供应商延期,2026/7/5,2026/7/10,5,供应商产线故障维修,系统,2026/6/27
交期变更记录,SO-2026-12238,,P0049,SUP001,物流问题,2026/7/29,2026/8/2,4,空运舱位不足改海运,采购员,2026/7/13
交期变更记录,SO-2026-11695,,P0055,SUP023,供应商延期,2026/8/27,2026/9/7,11,供应商原材料短缺,系统,2026/8/25
交期变更记录,SO-2026-03538,PO20270200233,P0089,SUP035,客户加急,2027/2/12,2027/2/2,-10,OEM客户终端市场需求激增,系统,2027/2/10
交期变更记录,SO-2026-04223,,P0097,SUP009,供应商延期,2026/10/16,2026/10/18,2,恶劣天气影响运输,采购员,2026/10/13
交期变更记录,SO-2026-00680,PO20270100235,P0063,SUP034,物料短缺,2027/1/30,2027/1/26,-4,电子元器件市场缺货,系统,2027/1/25
交期变更记录,SO-2026-00410,PO20270400236,P0090,SUP014,物料短缺,2027/4/10,2027/3/27,-14,电子元器件市场缺货,客户,2027/4/3
交期变更记录,SO-2026-10153,PO20260600237,P0007,SUP004,供应商延期,2026/6/11,2026/7/1,20,原材料供应紧张导致排产延后,系统,2026/5/14
交期变更记录,SO-2026-08342,,P0010,SUP028,供应商提前,2026/10/26,2026/10/25,-1,供应商备货充足提前发货,系统,2026/10/11
交期变更记录,SO-2026-09471,PO20261000239,P0080,SUP022,客户加急,2026/10/19,2026/10/5,-14,竞品上市压力,采购员,2026/10/3
交期变更记录,SO-2026-09009,PO20261000240,P0035,SUP023,供应商延期,2026/10/29,2026/11/10,12,供应商产线故障维修,系统,2026/10/19
交期变更记录,SO-2026-00976,PO20261200241,P0053,SUP003,供应商延期,2026/12/5,2026/12/25,20,质量检验不合格返工,采购员,2026/11/29
交期变更记录,SO-2026-02412,PO20261100242,P0052,SUP035,供应商延期,2026/11/22,2026/11/28,6,供应商原材料短缺,系统,2026/11/11
交期变更记录,SO-2026-13894,PO20260800243,P0066,SUP012,物料短缺,2026/8/22,2026/8/11,-11,电子元器件市场缺货,系统,2026/8/13
交期变更记录,SO-2026-06465,,P0097,SUP005,供应商延期,2026/9/23,2026/10/7,14,供应商产线故障维修,计划员,2026/8/31
交期变更记录,SO-2026-08639,PO20261000245,P0031,SUP014,供应商延期,2026/10/3,2026/10/14,11,物流运输途中延误,系统,2026/9/24
交期变更记录,SO-2026-04289,,P0049,SUP008,供应商延期,2027/1/13,2027/1/25,12,原材料到货延迟,计划员,2027/1/6
交期变更记录,SO-2026-11922,PO20260800247,P0051,SUP032,供应商延期,2026/8/11,2026/8/16,5,供应商原材料短缺,采购员,2026/7/14
交期变更记录,SO-2026-02922,PO20261100248,P0032,SUP017,供应商延期,2026/11/14,2026/11/18,4,物流运输途中延误,系统,2026/10/28
交期变更记录,SO-2026-13350,PO20260900249,P0043,SUP021,物流问题,2026/9/4,2026/9/10,6,港口拥堵导致船期延误,计划员,2026/8/16
交期变更记录,SO-2026-00709,PO20270400250,P0067,SUP032,物流问题,2027/4/12,2027/4/21,9,港口拥堵导致船期延误,供应商,2027/4/6
交期变更记录,SO-2026-07913,PO20260300251,P0039,SUP033,供应商延期,2026/3/6,2026/3/15,9,物流运输途中延误,系统,2026/2/9
交期变更记录,SO-2026-03979,PO20260700252,P0041,SUP016,供应商提前,2026/7/4,2026/6/27,-7,供应商优化排产,系统,2026/6/5
交期变更记录,SO-2026-02168,PO20260900253,P0072,SUP008,供应商延期,2026/9/19,2026/10/5,16,质量检验不合格返工,系统,2026/9/5
交期变更记录,SO-2026-05890,PO20270400254,P0024,SUP008,物流问题,2027/4/1,2027/4/12,11,跨境物流清关延迟,系统,2027/3/5
交期变更记录,SO-2026-01347,PO20260900255,P0078,SUP013,供应商延期,2026/9/2,2026/9/4,2,质量检验不合格返工,计划员,2026/8/8
交期变更记录,SO-2026-03489,PO20270200256,P0077,SUP033,供应商延期,2027/2/15,2027/2/18,3,恶劣天气影响运输,系统,2027/1/22
交期变更记录,SO-2026-03108,PO20270200257,P0042,SUP015,供应商延期,2027/2/7,2027/2/24,17,质量检验不合格返工,采购员,2027/1/13
交期变更记录,SO-2026-05960,,P0060,SUP017,供应商延期,2026/11/27,2026/11/28,1,原材料到货延迟,系统,2026/11/7
交期变更记录,SO-2026-12411,PO20260600259,P0045,SUP013,物料短缺,2026/6/15,2026/6/5,-10,电子元器件市场缺货,采购员,2026/6/9
交期变更记录,SO-2026-08227,PO20260300260,P0001,SUP009,供应商延期,2026/3/7,2026/3/20,13,电力限产政策影响,采购员,2026/2/5
交期变更记录,SO-2026-06604,PO20260800261,P0065,SUP015,供应商延期,2026/8/23,2026/8/29,6,原材料到货延迟,计划员,2026/8/11
交期变更记录,SO-2026-08129,,P0075,SUP001,供应商延期,2026/5/9,2026/5/14,5,物流运输途中延误,系统,2026/5/7
交期变更记录,SO-2026-10897,,P0005,SUP018,客户加急,2026/6/13,2026/6/5,-8,终端市场需求激增,采购员,2026/6/1
交期变更记录,SO-2026-13313,PO20260600264,P0048,SUP036,客户延后,2026/6/23,2026/7/5,12,客户项目延期,采购员,2026/5/31
交期变更记录,SO-2026-07379,,P0087,SUP010,客户加急,2027/3/7,2027/2/21,-14,客户生产线紧急启动,计划员,2027/2/20
交期变更记录,SO-2026-04032,,P0068,SUP031,供应商延期,2027/1/16,2027/2/3,18,供应商原材料短缺,计划员,2026/12/19
交期变更记录,SO-2026-00611,,P0030,SUP014,供应商提前,2026/6/18,2026/6/14,-4,供应商优化排产,计划员,2026/6/2
交期变更记录,SO-2026-02547,,P0023,SUP012,物流问题,2026/11/1,2026/11/6,5,运输车辆故障,系统,2026/10/9
交期变更记录,SO-2026-10993,PO20260600269,P0060,SUP012,客户加急,2026/6/12,2026/5/31,-12,客户展会提前需要,系统,2026/5/23
交期变更记录,SO-2026-13454,PO20260700270,P0061,SUP020,供应商延期,2026/7/20,2026/7/27,7,供应商原材料短缺,系统,2026/7/7
交期变更记录,SO-2026-02354,,P0017,SUP001,供应商延期,2026/8/3,2026/8/19,16,供应商原材料短缺,系统,2026/7/13
交期变更记录,SO-2026-10849,,P0082,SUP003,供应商延期,2026/6/11,2026/6/16,5,物流受阻导致原料延迟到厂,系统,2026/6/3
交期变更记录,SO-2026-10405,,P0090,SUP009,供应商延期,2026/6/14,2026/6/28,14,工人返岗率不足,客户,2026/5/27
交期变更记录,SO-2026-00923,PO20260900274,P0006,SUP022,供应商延期,2026/9/18,2026/9/19,1,质量异常批量返工,系统,2026/9/14
交期变更记录,SO-2026-08900,PO20270100275,P0041,SUP022,供应商延期,2027/1/5,2027/1/10,5,原材料到货延迟,计划员,2026/12/21
交期变更记录,SO-2026-04274,,P0007,SUP006,供应商延期,2027/1/9,2027/1/24,15,原材料到货延迟,计划员,2027/1/3
交期变更记录,SO-2026-09585,PO20270100277,P0057,SUP014,供应商延期,2027/1/12,2027/1/16,4,供应商原材料短缺,系统,2026/12/19
交期变更记录,SO-2026-09122,PO20260900278,P0038,SUP025,供应商延期,2026/9/13,2026/9/16,3,春节假期停工导致产能不足,采购员,2026/8/18
交期变更记录,SO-2026-13006,PO20260600279,P0092,SUP018,物流问题,2026/6/17,2026/6/25,8,港口拥堵导致船期延误,系统,2026/6/13
交期变更记录,SO-2026-07583,PO20260500280,P0046,SUP005,供应商延期,2026/5/13,2026/5/31,18,原材料到货延迟,系统,2026/5/3
交期变更记录,SO-2026-04370,PO20260700281,P0030,SUP010,供应商延期,2026/7/31,2026/8/2,2,物流运输途中延误,采购员,2026/7/5
交期变更记录,SO-2026-06849,PO20260800282,P0100,SUP012,供应商提前,2026/8/22,2026/8/16,-6,供应商产能释放提前,系统,2026/8/21
交期变更记录,SO-2026-10962,PO20260600283,P0066,SUP014,供应商延期,2026/6/10,2026/6/16,6,物流运输途中延误,计划员,2026/6/5
交期变更记录,SO-2026-06792,PO20261200284,P0066,SUP002,供应商提前,2026/12/14,2026/12/12,-2,供应商优化排产,系统,2026/11/29
交期变更记录,SO-2026-09032,PO20260900285,P0066,SUP012,物流问题,2026/9/19,2026/9/29,10,港口拥堵导致船期延误,采购员,2026/9/13
交期变更记录,SO-2026-00079,,P0007,SUP021,供应商延期,2026/12/10,2026/12/22,12,原材料供应紧张导致排产延后,计划员,2026/12/7
交期变更记录,SO-2026-12704,PO20260600287,P0046,SUP020,客户加急,2026/6/14,2026/6/8,-6,客户展会提前需要,计划员,2026/5/23
交期变更记录,SO-2026-13104,PO20260600288,P0094,SUP023,供应商延期,2026/6/11,2026/6/23,12,原材料供应紧张导致排产延后,计划员,2026/6/9
交期变更记录,SO-2026-05419,PO20261100289,P0010,SUP037,供应商延期,2026/11/5,2026/11/9,4,物流受阻导致原料延迟到厂,采购员,2026/10/18
交期变更记录,SO-2026-04975,PO20260300290,P0068,SUP011,供应商延期,2026/3/25,2026/3/28,3,供应商原材料短缺,系统,2026/3/2
交期变更记录,SO-2026-05062,PO20261200291,P0030,SUP035,供应商延期,2026/12/17,2027/1/6,20,物流运输途中延误,系统,2026/12/3
交期变更记录,SO-2026-12496,,P0025,SUP027,物流问题,2026/6/12,2026/6/23,11,跨境物流清关延迟,计划员,2026/6/10
交期变更记录,SO-2026-10339,,P0039,SUP034,物料短缺,2026/6/11,2026/6/4,-7,电子元器件市场缺货,计划员,2026/5/25
交期变更记录,SO-2026-07616,PO20261100294,P0082,SUP036,客户加急,2026/11/9,2026/11/1,-8,展会样品急需,系统,2026/11/7
交期变更记录,SO-2026-00932,,P0085,SUP037,供应商延期,2026/8/10,2026/8/30,20,供应商原材料短缺,系统,2026/8/8
交期变更记录,SO-2026-11714,PO20260800296,P0028,SUP013,供应商延期,2026/8/18,2026/9/4,17,设备故障维修影响产出,计划员,2026/7/23
交期变更记录,SO-2026-13124,PO20260600297,P0078,SUP018,供应商延期,2026/6/11,2026/6/19,8,供应商原材料短缺,系统,2026/6/9
交期变更记录,SO-2026-05885,PO20270500298,P0029,SUP015,供应商延期,2027/5/27,2027/5/31,4,供应商原材料短缺,系统,2027/5/13
交期变更记录,SO-2026-05194,,P0077,SUP011,供应商延期,2026/10/8,2026/10/9,1,工人返岗率不足,计划员,2026/9/14
交期变更记录,SO-2026-01882,PO20260600300,P0100,SUP001,供应商延期,2026/6/20,2026/6/25,5,春节假期停工导致产能不足,计划员,2026/6/13
交期变更记录,SO-2026-07860,,P0063,SUP004,物流问题,2026/10/11,2026/10/14,3,跨境物流清关延迟,系统,2026/10/1
交期变更记录,SO-2026-04783,,P0074,SUP030,客户加急,2027/3/19,2027/3/10,-9,客户展会提前需要,系统,2027/3/18
交期变更记录,SO-2026-00655,PO20261100303,P0020,SUP037,供应商延期,2026/11/28,2026/12/17,19,供应商产线故障维修,计划员,2026/11/15
交期变更记录,SO-2026-07586,PO20270100304,P0016,SUP006,物流问题,2027/1/10,2027/1/13,3,空运舱位不足改海运,采购员,2027/1/5
交期变更记录,SO-2026-10293,PO20260600305,P0031,SUP030,客户加急,2026/6/13,2026/6/1,-12,OEM客户终端市场需求激增,系统,2026/5/19
交期变更记录,SO-2026-03847,PO20260900306,P0024,SUP003,供应商延期,2026/9/29,2026/10/14,15,质量异常批量返工,系统,2026/9/2
交期变更记录,SO-2026-08378,PO20260300307,P0006,SUP036,供应商提前,2026/3/17,2026/3/16,-1,供应商优化排产,计划员,2026/3/15
交期变更记录,SO-2026-11862,,P0031,SUP033,供应商延期,2026/7/6,2026/7/26,20,质量检验不合格返工,计划员,2026/7/2
交期变更记录,SO-2026-10718,PO20260600309,P0089,SUP016,物料短缺,2026/6/17,2026/6/13,-4,关键芯片供应紧张,计划员,2026/5/31
交期变更记录,SO-2026-12186,PO20260700310,P0083,SUP006,物料短缺,2026/7/10,2026/6/30,-10,显示屏面板缺货,系统,2026/6/29
交期变更记录,SO-2026-04325,,P0098,SUP020,供应商延期,2026/9/12,2026/10/1,19,原材料到货延迟,计划员,2026/9/3
交期变更记录,SO-2026-04719,,P0018,SUP001,物流问题,2027/1/8,2027/1/21,13,空运舱位不足改海运,系统,2026/12/31
交期变更记录,SO-2026-02842,PO20260700313,P0083,SUP002,供应商延期,2026/7/11,2026/7/25,14,供应商原材料短缺,系统,2026/6/21
交期变更记录,SO-2026-12651,PO20260600314,P0055,SUP018,供应商延期,2026/6/10,2026/6/20,10,供应商原材料短缺,系统,2026/5/18
交期变更记录,SO-2026-08008,,P0062,SUP036,供应商延期,2027/2/15,2027/2/17,2,原材料到货延迟,供应商,2027/1/23
交期变更记录,SO-2026-08584,,P0071,SUP033,物流问题,2027/1/10,2027/1/14,4,空运舱位不足改海运,系统,2026/12/24
交期变更记录,SO-2026-13470,,P0065,SUP001,供应商延期,2026/7/17,2026/7/27,10,供应商原材料短缺,系统,2026/6/30
交期变更记录,SO-2026-06473,,P0007,SUP032,供应商延期,2026/12/16,2026/12/19,3,上游芯片短缺传导影响,系统,2026/12/1
交期变更记录,SO-2026-01964,PO20270200319,P0035,SUP013,供应商延期,2027/2/11,2027/2/23,12,原材料供应紧张导致排产延后,客户,2027/2/3
交期变更记录,SO-2026-12781,,P0033,SUP002,供应商延期,2026/6/13,2026/6/28,15,供应商产线故障维修,系统,2026/6/9
交期变更记录,SO-2026-11017,PO20260600321,P0024,SUP009,客户延后,2026/6/10,2026/7/2,22,客户仓库容量不足,系统,2026/6/6
交期变更记录,SO-2026-11732,PO20260600322,P0051,SUP012,客户加急,2026/6/27,2026/6/13,-14,客户生产线紧急启动,计划员,2026/6/26
交期变更记录,SO-2026-11411,PO20260600323,P0056,SUP008,供应商延期,2026/6/14,2026/6/27,13,原材料到货延迟,计划员,2026/6/8
交期变更记录,SO-2026-07612,PO20270200324,P0064,SUP028,供应商延期,2027/2/23,2027/3/4,9,原材料到货延迟,客户,2027/2/5
交期变更记录,SO-2026-07533,,P0088,SUP030,供应商延期,2026/9/18,2026/9/23,5,供应商产线故障维修,计划员,2026/8/25
交期变更记录,SO-2026-11975,PO20260700326,P0066,SUP009,物料短缺,2026/7/20,2026/7/8,-12,电子元器件市场缺货,系统,2026/7/17
